"Center for Agricultural and Rural Development (CARD), www.card.iastate.edu, Iowa State University, Ames, Iowa",,,,,,
,,,,,,
Date,Ethanol Price ($/gallon),Corn Price ($/bushel),Natural Gas Price ($/mmBtu),Return Over Operating Costs ($/gallon),Net Cost of Corn ($/gallon),Other Operating Costs ($/gallon)
1/17/2020,1.239400029,3.876199961,3.003000021,-0.022215694,0.88353771,0.378078014
1/21/2020,1.246749997,3.752000093,2.894999981,0.047056913,0.824423075,0.375270009
1/22/2020,1.230749965,3.763999939,2.904999971,0.027912311,0.827307642,0.375530005
1/23/2020,1.241750002,3.81400013,2.926000118,0.026347071,0.839326918,0.376076013
1/24/2020,1.220749974,3.75,2.892999887,0.021589659,0.823942304,0.375218004
1/27/2020,1.21660006,3.748300076,2.90199995,0.013374418,0.827773631,0.375452012
1/28/2020,1.226600051,3.808300018,2.934000015,0.008051448,0.842264593,0.376284003
1/29/2020,1.251600027,3.786299944,2.877000093,0.039846815,0.836951196,0.374802023
1/30/2020,1.252600074,3.738300085,2.828999996,0.05368755,0.82535851,0.373554021
1/31/2020,1.252600074,3.756299973,2.84100008,0.049028344,0.829705715,0.373866022
2/3/2020,1.236200094,3.75549984,2.819000006,0.032244071,0.830662012,0.373293996
2/4/2020,1.249200106,3.791499853,2.871999979,0.035160467,0.839367628,0.374671996
2/5/2020,1.249200106,3.775499821,2.861000061,0.039315641,0.835498452,0.374386013
2/6/2020,1.229200006,3.761499882,2.861999989,0.022674963,0.832113028,0.374412
2/7/2020,1.236200094,3.803499937,2.85800004,0.019622602,0.84226948,0.37430802
2/10/2020,1.233199954,3.781099796,2.766000032,0.023303613,0.83798033,0.371915996
2/11/2020,1.235200047,3.761099815,2.788000107,0.029574163,0.83313787,0.372488022
2/12/2020,1.240200043,3.795099974,2.844000101,0.024886042,0.841369987,0.373944014
2/13/2020,1.238199949,3.75909996,2.825999975,0.032070234,0.832653701,0.373476028
2/14/2020,1.253200054,3.741099834,2.836999893,0.051142514,0.828295529,0.373762012
2/18/2020,1.26275003,3.782999992,2.980999947,0.04806859,0.837175429,0.377506018
2/19/2020,1.25575006,3.756999969,2.954999924,0.048031181,0.830888867,0.376830012
2/20/2020,1.231750011,3.736999989,2.920000076,0.029776737,0.826053262,0.375919998
2/21/2020,1.209750056,3.72300005,2.904999971,0.01155179,0.822668254,0.375530005
2/24/2020,1.240399957,3.647899866,2.826999903,0.076270528,0.79062742,0.373502016
2/25/2020,1.223399997,3.64989996,2.846999884,0.058274567,0.791103423,0.374022007
2/26/2020,1.211400032,3.629899979,2.821000099,0.051710144,0.786343873,0.373346031
2/27/2020,1.187399983,3.569899797,2.752000093,0.043782987,0.772064984,0.37155202
2/28/2020,1.187399983,3.589900017,2.684000015,0.040791377,0.776824594,0.369783998
3/2/2020,1.184200048,3.696399927,2.756000042,-0.008557215,0.821101248,0.371656001
3/3/2020,1.191200018,3.76639986,2.799999952,-0.019718364,0.838118374,0.372799993
3/4/2020,1.191200018,3.8204,2.826999903,-0.03354793,0.85124594,0.373502016
3/5/2020,1.187200069,3.794399977,2.772000074,-0.029797107,0.844925165,0.372072011
3/6/2020,1.171200037,3.72239995,2.707999945,-0.02662982,0.827421844,0.370407999
3/9/2020,1.185199976,3.614799976,2.778000116,0.025111511,0.787860453,0.372228026
3/10/2020,1.219200015,3.672800064,2.936000109,0.041098617,0.801765382,0.376336008
3/11/2020,1.197199941,3.664799929,2.878000021,0.022524565,0.799847364,0.374828011
3/12/2020,1.156200051,3.568799973,2.84100008,0.005501576,0.776832461,0.373866022
3/13/2020,1.167199969,3.578799963,2.868999958,0.013376139,0.77922982,0.374594003
3/16/2020,0.983599961,3.312900066,2.815000057,-0.028343529,0.638753474,0.373190016
3/17/2020,0.943599999,3.206899881,2.729000092,-0.043150045,0.61579603,0.370954007
3/18/2020,0.867599964,3.118900061,2.604000092,-0.096841253,0.596737206,0.367704004
3/19/2020,0.932599962,3.220900059,2.654000044,-0.055232286,0.618828237,0.369004011
3/20/2020,0.897599995,3.202899933,2.604000092,-0.085033812,0.614929795,0.367704004
3/23/2020,0.773600042,3.136800051,2.601999998,-0.119296148,0.525244176,0.367651999
3/24/2020,0.78760004,3.174799919,2.653000116,-0.114007227,0.532629251,0.368978024
3/25/2020,0.798600018,3.186800003,2.65899992,-0.105495334,0.534961343,0.369134009
3/26/2020,0.860600054,3.188799858,2.637000084,-0.043312043,0.535350084,0.368562013
3/27/2020,0.829600036,3.162799835,2.634000063,-0.069181137,0.53029716,0.36848402
3/30/2020,0.8028,3.05369997,2.690000057,0.043577194,0.389282793,0.369940013
3/31/2020,0.773800015,3.047699928,2.640000105,0.016844772,0.388315231,0.368640006
4/1/2020,0.682799995,2.987699986,2.586999893,-0.063102216,0.378640205,0.367262006
4/2/2020,0.707799971,2.975699902,2.552000046,-0.035257362,0.376705319,0.366352022
4/3/2020,0.707799971,2.947700024,2.621000051,-0.032536305,0.372190267,0.368146002
4/6/2020,0.727500021,2.991999865,2.730999947,-0.021990687,0.378484696,0.371006012
4/7/2020,0.7245,3.029999971,2.851999998,-0.034253336,0.384601325,0.374152005
4/8/2020,0.75150001,3.016000032,2.782999992,-0.003205791,0.382347792,0.372358024
4/9/2020,0.796500027,3.031999826,2.73300004,0.040518709,0.384923309,0.371058017
4/13/2020,0.781599998,2.987200022,2.723999977,0.059694916,0.351081073,0.370824009
4/14/2020,0.78459996,2.933200121,2.650000095,0.072806999,0.342892945,0.368900001
4/15/2020,0.78459996,2.865200043,2.59800005,0.084470071,0.332581878,0.367548019
4/16/2020,0.789599955,2.869199991,2.686000109,0.086575463,0.333188474,0.369836032
4/17/2020,0.809599996,2.895200014,2.753000021,0.100891136,0.337130845,0.371578008
4/20/2020,0.807799995,2.908299923,2.924000025,0.065909497,0.365866482,0.376024008
4/21/2020,0.770799994,2.858299971,2.821000099,0.039494649,0.35795933,0.373346031
4/22/2020,0.797799945,2.940299988,2.938999891,0.050458841,0.370927095,0.376414001
4/23/2020,0.810799956,2.958299875,2.815000057,0.063836247,0.373773694,0.373190016
4/24/2020,0.81279999,2.922299862,2.746000051,0.073323481,0.368080497,0.371396005
4/27/2020,0.854200006,2.893599987,2.819000006,0.035500869,0.445405126,0.373293996
4/28/2020,0.830200016,2.865600109,2.79399991,0.017404199,0.440151811,0.372644007
4/29/2020,0.894200027,2.883599997,2.868999958,0.076077096,0.44352892,0.374594003
4/30/2020,0.938199997,2.95359993,2.948999882,0.10486348,0.456662506,0.376673996
5/1/2020,0.933200002,2.95359993,2.890000105,0.101397485,0.456662506,0.375140011
5/4/2020,0.953200042,2.870599985,2.993000031,0.095883138,0.479498893,0.377818018
5/5/2020,0.953200042,2.894600153,3.134000063,0.087357506,0.484358519,0.381484032
5/6/2020,0.994200051,2.880599976,2.944000006,0.136132345,0.481523693,0.376543999
5/7/2020,1.020200014,2.924600124,2.894000053,0.154522955,0.490433037,0.375244021
5/8/2020,1.029200077,2.954600096,2.822999954,0.159294635,0.496507436,0.373398006
5/11/2020,1.0352,2.925799847,2.825999975,0.154544547,0.507179439,0.373476028
5/12/2020,1.026200056,2.977799892,2.720000029,0.137300447,0.518179595,0.370720029
5/13/2020,1.038200021,2.943799973,2.615999937,0.159196794,0.510987222,0.368016005
5/14/2020,1.024199963,2.943799973,2.680999994,0.143506736,0.510987222,0.369706005
5/15/2020,1.026200056,2.933799982,2.645999908,0.148532197,0.508871853,0.368795991
5/18/2020,1.068800092,2.98239994,2.782999992,0.150146261,0.546295822,0.372358024
5/19/2020,1.105800033,2.988399982,2.829999924,0.184601516,0.547618508,0.373580009
5/20/2020,1.053800106,2.970400095,2.770999908,0.138103411,0.543650687,0.372045994
5/21/2020,1.037800074,2.952399969,2.710000038,0.127657205,0.539682865,0.370460004
5/22/2020,1.033800006,2.956400156,2.730999947,0.122229397,0.540564597,0.371006012
5/26/2020,1.159500003,3.049000025,2.792999983,0.205723524,0.581158459,0.37261802
5/27/2020,1.144500017,3.062999964,2.721999884,0.189391911,0.584336102,0.370772004
5/28/2020,1.111500025,3.133000135,2.826999903,0.137773931,0.600224078,0.373502016
5/29/2020,1.144500017,3.11500001,2.848999977,0.174287409,0.596138597,0.374074012
6/1/2020,1.120599985,3.076299906,2.773999929,0.145971358,0.602504611,0.372124016
6/2/2020,1.120599985,3.086299896,2.77699995,0.143579751,0.604818225,0.372202009
6/3/2020,1.120599985,3.084300041,2.821000099,0.142898396,0.604355574,0.373346031
6/4/2020,1.14560008,3.134299994,2.822000027,0.156304181,0.615923882,0.373372018
6/5/2020,1.192600012,3.156300068,2.782000065,0.199254006,0.621013999,0.372332007
6/8/2020,1.241999984,3.164899826,2.789000034,0.255195081,0.614290893,0.372514009
6/9/2020,1.236999989,3.102900028,2.76699996,0.265149206,0.599908769,0.371942014
6/10/2020,1.236999989,3.090899944,2.779999971,0.267594993,0.597124994,0.372280002
6/11/2020,1.188999891,3.124899864,2.812999964,0.210849822,0.605012059,0.373138011
6/12/2020,1.194999933,3.128899813,2.730999947,0.218054056,0.605939865,0.371006012
6/15/2020,1.16960001,3.14839983,2.66899991,0.173955381,0.626250625,0.369394004
6/16/2020,1.209599972,3.146399975,2.614000082,0.215860799,0.625775158,0.367964029
6/17/2020,1.256600022,3.15839982,2.638000011,0.259383619,0.628628373,0.36858803
6/18/2020,1.239600062,3.166399956,2.638000011,0.240481392,0.630530655,0.36858803
6/19/2020,1.249600053,3.180399895,2.66899991,0.246346474,0.633859575,0.369394004
6/22/2020,1.261166692,3.076999903,2.664000034,0.269942701,0.621959984,0.369264007
6/23/2020,1.241166711,3.045000076,2.637000084,0.258256346,0.614348352,0.368562013
6/24/2020,1.275166631,3.036999941,2.596999884,0.295199215,0.612445414,0.367522001
6/25/2020,1.136166692,2.967000008,2.482000113,0.175839752,0.595794916,0.364532024
6/26/2020,1.165166616,2.964999914,2.494999886,0.204977453,0.595319152,0.364870012
6/29/2020,1.205249906,3.069000006,2.709000111,0.18866393,0.64615196,0.370434016
6/30/2020,1.205249906,3.190999985,2.750999928,0.157910705,0.675813198,0.371526003
7/1/2020,1.214249969,3.289000034,2.671000004,0.1451644,0.699639559,0.369446009
7/2/2020,1.31524992,3.230999947,2.733999968,0.258627743,0.685538173,0.371084005
7/6/2020,1.42900002,3.146600008,2.829999924,0.399855345,0.655564666,0.373580009
7/7/2020,1.464000106,3.132600069,2.875999928,0.437037826,0.652186275,0.374776006
7/8/2020,1.479000092,3.164600134,2.823999882,0.445667744,0.659908354,0.373423994
7/9/2020,1.514000058,3.194600105,2.779000044,0.474598348,0.667147696,0.372254014
7/10/2020,1.43900001,3.086600065,2.805000067,0.424984127,0.641085863,0.37293002
7/13/2020,1.411399961,3.114000082,2.739000082,0.39000994,0.650175989,0.371214032
7/14/2020,1.314399958,3.120000124,2.746000051,0.291377664,0.651626289,0.371396005
7/15/2020,1.286399961,3.036000013,2.778000116,0.282849133,0.631322801,0.372228026
7/16/2020,1.286399961,3.075999975,2.72300005,0.274610847,0.640991092,0.370798022
7/17/2020,1.251399994,3.104000092,2.717999935,0.232973024,0.647758961,0.370667994
7/20/2020,1.117200017,3.087199926,2.641000032,0.09661112,0.651922882,0.368666023
7/21/2020,1.117200017,3.031199932,2.674999952,0.109400548,0.638249457,0.36955002
7/22/2020,1.200200081,3.079200029,2.680999994,0.180524498,0.649969578,0.369706005
7/23/2020,1.1802001,3.085199833,2.785000086,0.156355545,0.651434541,0.372409999
7/24/2020,1.1602,3.067199945,2.808000088,0.140152395,0.647039592,0.373008013
7/27/2020,1.182999969,3.033499956,2.733999968,0.180567294,0.63134867,0.371084005
7/28/2020,1.232999921,2.983500004,2.799999952,0.2408645,0.619335413,0.372799993
7/29/2020,1.202999949,2.9375,2.854000092,0.220512837,0.608283103,0.37420401
7/30/2020,1.202999949,2.939500093,2.828999996,0.220682293,0.608763635,0.373554021
7/31/2020,1.202999949,2.943500042,2.799000025,0.220501304,0.609724641,0.372774005
8/3/2020,1.133000016,2.988199949,3.101000071,0.152862251,0.599511743,0.380626023
8/4/2020,1.113000035,2.896199942,3.193000078,0.152179778,0.577802241,0.383018017
8/5/2020,1.123000026,2.924200058,3.190999985,0.155624539,0.584409475,0.382966012
8/6/2020,1.123000026,2.926199913,3.164999962,0.155828714,0.584881306,0.382290006
8/7/2020,1.083000064,2.8901999,3.237999916,0.12242572,0.576386333,0.384187996
8/10/2020,1.102600098,3.04489994,3.153000116,0.091016494,0.629605591,0.381978005
8/11/2020,1.139600039,3.054899931,3.171000004,0.12515232,0.632001698,0.382446021
8/12/2020,1.15260005,3.084899902,3.15199995,0.131457835,0.639190197,0.381952018
8/13/2020,1.15260005,3.192899942,3.181999922,0.104799472,0.665068567,0.382732004
8/14/2020,1.202600002,3.184899807,3.355999947,0.15219225,0.663151741,0.387256026
8/17/2020,1.248999953,3.136199951,3.338999987,0.245086893,0.617099047,0.386813998
8/18/2020,1.228999972,3.096199989,3.417000055,0.232204944,0.607953012,0.388842016
8/19/2020,1.248999953,3.076200008,3.426000118,0.256544024,0.603379905,0.389076024
8/20/2020,1.228999972,3.070199966,3.351999998,0.239839911,0.602008045,0.387152016
8/21/2020,1.218999982,3.096199989,3.447999954,0.22139895,0.607953012,0.38964802
8/24/2020,1.251399994,3.240399837,3.513000011,0.187993079,0.672068894,0.391338021
8/25/2020,1.256399989,3.33039999,3.489000082,0.17224279,0.693443179,0.39071402
8/26/2020,1.256399989,3.328399897,3.460999966,0.173445791,0.69296819,0.389986008
8/27/2020,1.250400066,3.366400003,3.578999996,0.155353069,0.701992989,0.393054008
8/28/2020,1.260400057,3.384399891,3.657000065,0.159050271,0.706267774,0.395081997
8/31/2020,1.333000064,3.373500109,3.630000114,0.244401589,0.694218457,0.394380033
9/1/2020,1.319000006,3.383500099,3.52699995,0.23073642,0.696561575,0.391701996
9/2/2020,1.319000006,3.385500193,3.486000061,0.231333688,0.697030306,0.390636027
9/3/2020,1.319000006,3.333500147,3.486999989,0.243492186,0.684845805,0.390662014
9/4/2020,1.26000011,3.361500025,3.588000059,0.175305426,0.691406667,0.393288016
9/8/2020,1.325000048,3.467000008,3.400000095,0.20135361,0.73524642,0.388400018
9/9/2020,1.325000048,3.457000017,3.405999899,0.2035923,0.732851744,0.388556004
9/10/2020,1.325000048,3.528999805,3.322999954,0.188508332,0.750093699,0.386398017
9/11/2020,1.325000048,3.606999874,3.269000053,0.171233669,0.768772364,0.38499403
9/14/2020,1.309599996,3.479300022,3.309999943,0.192563474,0.730976522,0.386059999
9/15/2020,1.309599996,3.565299988,3.361999989,0.170733511,0.751454473,0.387412012
9/16/2020,1.298599958,3.621299982,3.26699996,0.148868844,0.764789104,0.384941995
9/17/2020,1.348599911,3.657299995,3.042000055,0.196146697,0.773361206,0.379092008
9/18/2020,1.358599901,3.689299822,3.048000097,0.198371053,0.780980825,0.379248023
9/21/2020,1.284000039,3.54189992,2.835000038,0.179736882,0.73055315,0.373710006
9/22/2020,1.284000039,3.537899971,2.834000111,0.180695087,0.729620934,0.373684019
9/23/2020,1.269000053,3.529899836,3.125,0.159993783,0.727756262,0.381250024
9/24/2020,1.269000053,3.479899883,3.247999907,0.168449864,0.716102183,0.384447992
9/25/2020,1.269000053,3.497900009,3.138999939,0.16708836,0.720297694,0.381614
9/28/2020,1.301599979,3.523699999,3.101000071,0.193608105,0.727365851,0.380626023
9/29/2020,1.338600039,3.503700018,3.561000109,0.223305255,0.722708762,0.392586023
9/30/2020,1.361600041,3.647699833,3.52699995,0.213658914,0.756239116,0.391701996
10/1/2020,1.361600041,3.683699846,3.52699995,0.205276474,0.764621556,0.391701996
10/2/2020,1.361600041,3.653699875,3.437999964,0.214575902,0.75763613,0.389388025
10/5/2020,1.361600041,3.599000216,3.61500001,0.253344804,0.714265227,0.39399001
10/6/2020,1.352600098,3.65500021,3.519999981,0.234135285,0.726944804,0.391520023
10/7/2020,1.347599983,3.691000223,3.605999947,0.218747944,0.735096037,0.393756002
10/8/2020,1.366600037,3.675000191,3.627000093,0.240824759,0.731473267,0.394302011
10/9/2020,1.371600032,3.755000114,3.740999937,0.224747092,0.74958694,0.397266001
10/12/2020,1.347000003,3.778100014,3.881000042,0.158908144,0.787185848,0.400906026
10/13/2020,1.361999989,3.80009985,3.855000019,0.169461757,0.792308211,0.40023002
10/14/2020,1.376999974,3.852099895,3.635999918,0.178048193,0.804415762,0.394536018
10/15/2020,1.376999974,3.924099922,3.775000095,0.157669917,0.821180046,0.398150027
10/16/2020,1.386999965,3.90809989,3.773000002,0.171447247,0.817454696,0.398098022
10/19/2020,1.3743999,3.938900232,3.795000076,0.147634864,0.828095019,0.398670018
10/20/2020,1.3743999,3.972900152,3.913000107,0.136571795,0.836090088,0.401738018
10/21/2020,1.425399899,4.022900105,4.022999763,0.172954559,0.847847342,0.404597998
10/22/2020,1.425399899,4.048900127,4.006999969,0.167256773,0.85396111,0.404182017
10/23/2020,1.425399899,4.078900337,3.970999956,0.161138266,0.861015618,0.403246015
10/26/2020,1.494599938,2.802400112,4.024000168,0.561603546,0.528372407,0.404624015
10/27/2020,1.477599978,3.986399889,4.019000053,0.282418102,0.790687859,0.404494017
10/28/2020,1.397599936,3.840399981,3.996000051,0.23536244,0.758341491,0.403896004
10/29/2020,1.457599998,2.6104002,4.301000118,0.559939265,0.485834748,0.411826015
10/30/2020,1.447600007,3.810400009,4.354000092,0.282701015,0.751694977,0.413204014
11/2/2020,1.469999909,3.935200214,4.243999958,0.271610916,0.788044989,0.410344005
11/3/2020,1.459999919,3.971200228,4.059000015,0.258365452,0.796100438,0.405534029
11/4/2020,1.459999919,4.013200283,4.046000004,0.249305487,0.805498421,0.405196011
11/5/2020,1.349999905,4.053200245,3.941999912,0.133059055,0.814448833,0.402492017
11/6/2020,1.309999943,4.027200222,3.888000011,0.100280866,0.808631063,0.401087999
11/9/2020,1.39560008,3.954099894,3.858999968,0.212813139,0.782452941,0.400334001
11/10/2020,1.442600012,4.110099792,3.948999882,0.223003089,0.816922903,0.402674019
11/11/2020,1.415600061,4.052100182,4.031000137,0.206686854,0.804107189,0.404806018
11/12/2020,1.445600033,3.962100029,3.976000071,0.258003384,0.784220636,0.403376013
11/13/2020,1.475600004,3.984099865,3.994999886,0.282648236,0.789081752,0.403870016
11/16/2020,1.333000064,4.134300232,3.697000027,0.133859187,0.803018868,0.396122009
11/17/2020,1.313000083,4.174300194,3.691999912,0.105249316,0.811758757,0.395992011
11/18/2020,1.313000083,4.228300095,3.711999893,0.092930518,0.823557556,0.396512002
11/19/2020,1.283000112,4.19630003,3.592000008,0.073042467,0.816565633,0.393392026
11/20/2020,1.283000112,4.204299927,3.650000095,0.069786377,0.818313718,0.394900024
11/23/2020,1.252499938,4.177999973,3.710999966,0.093386859,0.762627065,0.396486014
11/24/2020,1.252499938,4.169999599,3.775000095,0.09337534,0.760974586,0.398150027
11/25/2020,1.212499976,4.113999844,3.895999908,0.061795719,0.749408245,0.40129602
11/27/2020,1.242499948,4.167999744,3.842999935,0.08202035,0.760561585,0.39991802
11/30/2020,1.226000071,4.170799732,3.881999969,0.046402931,0.778665125,0.400932014
12/1/2020,1.226000071,4.120800018,3.880000114,0.056941651,0.768178403,0.400880009
12/2/2020,1.226000071,4.16479969,3.779999971,0.050313368,0.777406693,0.398280025
12/3/2020,1.226000071,4.19879961,3.506999969,0.050280325,0.784537733,0.391182005
12/4/2020,1.146000028,4.144799709,3.575000048,-0.020162001,0.773212016,0.392949998
12/7/2020,1.199999928,4.120900154,3.405999899,0.052538805,0.758905113,0.388556004
12/8/2020,1.199999928,4.096899986,3.398999929,0.057664774,0.753961146,0.388374001
12/9/2020,1.199999928,4.146900177,3.441999912,0.04624673,0.764261186,0.389492005
12/10/2020,1.199999928,4.128900051,3.552999973,0.047068737,0.760553181,0.392378002
12/11/2020,1.199999928,4.168900013,3.59100008,0.037840806,0.768793106,0.393366009
12/14/2020,1.20599997,4.1729002,3.681999922,0.015471496,0.794796467,0.395732015
12/15/2020,1.20599997,4.226900101,3.681999922,0.004021682,0.806246281,0.395732015
12/16/2020,1.20599997,4.252900124,3.677000046,-0.001361154,0.811759114,0.395602018
12/17/2020,1.215999961,4.304900169,3.635999918,-0.00132101,0.82278496,0.394536018
12/18/2020,1.215999961,4.354899883,3.700000048,-0.013586655,0.8333866,0.396200001
12/21/2020,1.209999919,4.303500175,3.704999924,-0.02318228,0.836852193,0.396329999
12/22/2020,1.209999919,4.337500095,3.779999971,-0.032454893,0.844174802,0.398280025
12/23/2020,1.209999919,4.375500202,3.60800004,-0.036167033,0.852358937,0.393808007
12/24/2020,1.209999919,4.413499832,3.517999887,-0.042011045,0.860542953,0.391468018
12/28/2020,1.228500009,4.532000065,3.305000067,-0.088184908,0.9307549,0.385930002
12/29/2020,1.24849999,4.627999783,3.467000008,-0.094045565,0.952403545,0.390142024
12/30/2020,1.261500001,4.711999893,3.421999931,-0.098818384,0.971346378,0.388972014
12/31/2020,1.261500001,4.808000088,3.539000034,-0.123509213,0.992995203,0.392014027
1/4/2021,1.376000047,4.732699871,3.58100009,0.021194547,0.961699486,0.393106014
1/5/2021,1.376000047,4.812699795,3.701999903,5.66E-07,0.979747474,0.396252006
1/6/2021,1.376000047,4.846699715,3.71600008,-0.008033782,0.987417817,0.396616012
1/7/2021,1.386000037,4.836699963,3.729000092,0.003884062,0.98516196,0.396954
1/8/2021,1.411000013,4.858699799,3.700000048,0.024674878,0.99012512,0.396200001
1/11/2021,1.409000039,4.855700016,3.746999979,0.015633412,0.995944619,0.397422016
1/12/2021,1.409000039,5.105700016,3.753000021,-0.040722862,1.052144885,0.397578001
1/13/2021,1.519000053,5.177700043,3.726999998,0.053767279,1.068330765,0.396902025
1/14/2021,1.519000053,5.275700092,3.665999889,0.033322804,1.090361238,0.395316005
1/15/2021,1.519000053,5.247699738,3.736999989,0.037771292,1.084066749,0.39716202
1/19/2021,1.439999938,5.128499985,3.546000004,0.013182208,1.034621716,0.392196
1/20/2021,1.439999938,5.088500023,3.539000034,0.022179738,1.025806189,0.392014027
1/21/2021,1.409999967,5.110499859,3.490999937,-0.011420712,1.030654669,0.390766025
1/22/2021,1.409999967,4.872499943,3.446000099,0.042200893,0.978203058,0.389596015
1/25/2021,1.519000053,4.993500233,3.601999998,0.103285737,1.022062302,0.393652022
1/26/2021,1.449000001,5.201499939,3.655999899,-0.014674425,1.068618417,0.395056009
1/27/2021,1.449000001,5.219500065,3.75999999,-0.021407582,1.072647572,0.397760004
1/28/2021,1.449000001,5.223500252,3.664000034,-0.019806847,1.073542833,0.39526403
1/29/2021,1.559000015,5.349500179,3.563999891,0.064590879,1.101745129,0.392664015
2/1/2021,1.457000017,5.334300041,3.849999905,-0.072474018,1.129374027,0.400099993
2/2/2021,1.457000017,5.272300243,3.845000029,-0.05810602,1.115136027,0.399969995
2/3/2021,1.457000017,5.362299919,3.789000034,-0.07731805,1.135804057,0.398514003
2/4/2021,1.52700007,5.342299938,3.934999943,-0.006521225,1.131211281,0.402310014
2/5/2021,1.52700007,5.326300144,3.862999916,-0.000974834,1.127536893,0.400438011
2/8/2021,1.532000065,5.445899963,3.881999969,0.015560448,1.115507603,0.400932014
2/9/2021,1.532000065,5.371900082,3.835000038,0.033452675,1.098837376,0.39971
2/10/2021,1.512000084,5.153900146,3.911000013,0.060586393,1.049727678,0.401686013
2/11/2021,1.512000084,5.219900131,3.868000031,0.046836369,1.064595699,0.400568008
2/12/2021,1.512000084,5.195899963,3.911999941,0.051098995,1.059189081,0.401712
2/16/2021,1.63499999,5.397000313,4.129000187,0.121628024,1.106017947,0.407354027
2/17/2021,1.63499999,5.40500021,4.218999863,0.117505021,1.107800961,0.409694016
2/18/2021,1.63499999,5.377000332,4.081999779,0.127307624,1.101560354,0.406132013
2/19/2021,1.63499999,5.301000118,4.068999767,0.14458479,1.084621191,0.405794024
2/22/2021,1.669999957,5.379899979,3.953000069,0.159932151,1.107289791,0.402778029
2/23/2021,1.669999957,5.405900002,3.878999949,0.156030744,1.113115191,0.400854021
2/24/2021,1.669999957,5.461900234,3.854000092,0.144133374,1.125662565,0.400204003
2/25/2021,1.669999957,5.41590023,3.77699995,0.156442106,1.115355849,0.398202002
2/26/2021,1.669999957,5.423900127,3.770999908,0.15480566,1.11714828,0.398046017
3/1/2021,1.628000021,5.158699989,3.77699995,0.203759372,1.026038647,0.398202002
3/2/2021,1.713000059,5.290699959,3.838999987,0.258110642,1.055075407,0.39981401
3/3/2021,1.713000059,5.186699867,3.815999985,0.28158623,1.032197833,0.399215996
3/4/2021,1.698000073,5.146699905,3.746000051,0.277205169,1.023398876,0.397396028
3/5/2021,1.698000073,5.304699898,3.700999975,0.243618995,1.05815506,0.396226019
3/8/2021,1.65440011,5.382400036,3.664000034,0.144389048,1.114747047,0.39526403
3/9/2021,1.684400082,5.352399826,3.661999941,0.181316301,1.107871771,0.395211995
3/10/2021,1.695400119,5.208399773,3.691999912,0.224537164,1.074870944,0.395992011
3/11/2021,1.695400119,5.282400131,3.667999983,0.208202332,1.091829777,0.39536801
3/12/2021,1.695400119,5.224400043,3.599999905,0.22326228,1.078537822,0.393600017
3/15/2021,1.81159997,5.345300198,3.483999968,0.275129527,1.145886421,0.390584022
3/16/2021,1.809599996,5.393300056,3.562000036,0.25974533,1.157242656,0.39261201
3/17/2021,1.809599996,5.431300163,3.528000116,0.251638919,1.166233063,0.391728014
3/18/2021,1.809599996,5.315299988,3.480999947,0.280305147,1.138788819,0.390506029
3/19/2021,1.809599996,5.427299976,3.535000086,0.252403319,1.16528666,0.391910017
3/22/2021,1.772400022,5.408100128,3.582000017,0.199354962,1.179913044,0.393132031
3/23/2021,1.772400022,5.430100441,3.507999897,0.195894167,1.185297847,0.391207993
3/24/2021,1.773400068,5.450100422,3.517999887,0.191739231,1.190192819,0.391468018
3/25/2021,1.773400068,5.382100105,3.569999933,0.207030654,1.173549414,0.392820001
3/26/2021,1.858399987,5.442100048,3.556999922,0.277683169,1.188234806,0.392482013
3/29/2021,1.828750014,5.544499874,3.585999966,0.18243745,1.253076553,0.393236011
3/30/2021,1.828750014,5.470499992,3.622999907,0.199934781,1.234617233,0.394198
3/31/2021,1.828750014,5.720499992,3.60800004,0.137962222,1.296979785,0.393808007
4/1/2021,1.85374999,5.674499989,3.638999939,0.173630804,1.285505176,0.394614011
4/5/2021,1.888800025,5.678424835,3.510999918,0.215427637,1.282086372,0.391286016
4/6/2021,1.888800025,5.688425064,3.45600009,0.214372963,1.284571052,0.389856011
4/7/2021,1.82980001,5.750424862,3.519999981,0.138304964,1.299975038,0.391520023
4/8/2021,1.88380003,5.942425251,3.522000074,0.144549355,1.347678661,0.391571999
4/9/2021,1.88380003,5.918425083,3.526000023,0.150408208,1.341715813,0.391676009
4/12/2021,1.906999946,5.762574673,3.561000109,0.18226108,1.332152843,0.392586023
4/13/2021,1.941999912,5.872574806,3.618999958,0.187627524,1.360278368,0.39409402
4/14/2021,2.001999855,6.012574673,3.618000031,0.211857677,1.396074176,0.394068003
4/15/2021,2.011999846,5.972574711,3.657999992,0.231045097,1.385846734,0.395108014
4/16/2021,2.011999846,5.926574707,3.680000067,0.242234528,1.374085307,0.39568001
4/19/2021,2.13560009,6.070799828,3.749000072,0.314216882,1.423909187,0.397474021
4/20/2021,2.155600071,6.214799881,3.726999998,0.297426045,1.461272001,0.396902025
4/21/2021,2.194600105,6.404799938,3.691999912,0.288037568,1.510570526,0.395992011
4/22/2021,2.194600105,6.654799938,3.749000072,0.221689492,1.575436592,0.397474021
4/23/2021,2.194600105,6.704800129,3.730000019,0.209210068,1.58841002,0.396980017
4/26/2021,2.180199862,6.415999889,3.789999962,0.310088634,1.471571207,0.39854002
4/27/2021,2.311199903,6.565999985,3.872999907,0.400990665,1.509511232,0.400698006
